RowNumber,CustomerID,Surname,CreditScore,Country,Gender,Married,Age,Dependents,NumBankAccts,HasCrCard,EmergingMarketFund,RealEstate,PrivateEquity,GovtBonds,CorpBonds,ETF Tech,ETF Health,ETF Med,EstimatedSalary,Mortgage,Risk Profile,Debt,Net Assets,Portfolio Return,Diversification,BusinessOwner,Revenue,Margin,LifeInsurance,NumTransactions,LastTransactionDate,LastTransactionAmt,ForeignAssets,NumProducts,Churn,Discount,Retention,CLV
6416,15769516,Shcherbakov,674,France,Female,0,42,1,2,1,0,0,1,1,1,1,0,0,4293,0,0.49,8368,59071,0.1164,0.4636,0,44429.32,0.06,0,7,8/14/2015,7348.9,0.23,4,0,0.49,,
6417,15789379,Zetticci,762,France,Male,1,26,3,1,1,0,0,1,1,1,1,0,0,173366,0,0.13,39517,99844,0.1237,0.3628,0,70150.78,0.07,0,6,4/3/2017,2904.7,0.42,3,1,0.65,,
6418,15695103,Carr,790,Spain,Male,1,37,3,2,1,0,0,1,0,0,1,0,0,119484,0,0.33,0,48658,0.1376,0.2931,1,47223.11,0.07,1,5,12/11/2016,1191.3,0.34,6,1,0.05,,
6419,15801924,Browne,754,Spain,Female,1,27,2,2,0,0,0,1,1,0,1,1,1,121821,0,0.08,8728,86419,0.0871,0.4128,1,65802.93,0.09,0,1,2/8/2019,1219.6,0.03,5,0,0.09,,
6420,15767804,Feng,729,France,Male,1,44,4,2,1,1,1,0,1,0,0,0,0,151733,0,0.25,26460,65188,0.1112,0.369,1,27960.85,0.05,0,1,11/17/2016,3609.7,0,1,1,0.59,,
6421,15718039,Ferguson,606,Germany,Female,0,47,1,2,0,0,0,0,0,0,0,1,0,53784,0,0.24,15930,36900,0.0966,0.1786,1,14697.93,0.04,1,8,5/15/2018,6431.1,0,2,0,0.2,,
6422,15579994,Shaw,616,France,Male,1,23,1,1,1,1,1,0,0,0,1,1,1,62733,0,0.25,5276,89587,0.1391,0.1284,0,28998.62,0.06,1,2,7/29/2017,6934.5,0.25,1,0,0.34,,
6423,15595037,Palermo,772,France,Male,0,47,1,1,0,1,0,0,1,1,1,1,1,17672,0,0.15,9202,46617,0.0922,0.1167,0,19342.21,0.08,1,10,2/14/2016,9755.2,0.03,3,0,0.55,,
6424,15600720,Moore,652,Spain,Male,1,41,5,1,1,1,0,1,1,1,1,1,1,188905,0,0.24,0,54713,0.1597,0.4235,0,30416.47,0.07,0,7,4/29/2018,8883.7,0.04,6,1,0.64,,
6425,15782608,Huang,743,France,Male,1,43,3,2,0,0,1,0,0,1,1,0,0,113079,1,0.05,43792,59671,0.1282,0.3943,0,45922.41,0.1,0,9,7/28/2016,4482.5,0.07,3,0,0.66,,
6426,15566894,Gray,793,France,Male,1,39,0,1,0,0,1,0,0,1,1,0,0,83998,0,0.12,18606,54430,0.1082,0.255,1,17185.73,0.13,0,10,3/14/2019,5101.7,0.14,3,1,0.35,,
6427,15749123,Sokolova,743,Spain,Male,1,45,4,1,1,0,0,0,1,1,0,0,0,125424,0,0.22,9517,60158,0.1745,0.1172,1,44065.07,0.08,0,7,11/30/2016,7805.5,0,5,0,0.43,,
6428,15668943,Henderson,746,France,Male,1,37,3,2,1,1,0,0,0,1,1,0,0,143194,0,0.26,9141,81839,0.1578,0.3044,0,34866.59,0.05,0,5,10/5/2015,9351.6,0,1,1,0.68,,
6429,15577423,Mosley,627,Germany,Female,1,39,1,1,1,0,1,0,1,0,0,1,0,93133,1,0.27,33051,80296,0.1506,0.2879,1,51961.96,0.1,0,3,7/19/2017,8993.5,0,4,0,0.72,,
6430,15623102,Nnaemeka,713,Spain,Male,1,38,1,2,0,0,0,1,0,1,0,0,0,76038,0,0.43,25835,59687,0.0864,0.4624,1,38899.55,0.04,1,5,9/26/2016,9251.9,0,5,1,0.73,,
6431,15728012,Everett,678,Spain,Female,1,40,5,1,1,1,1,0,1,0,1,1,1,168658,0,0.42,0,36423,0.089,0.4147,0,73052.27,0.1,0,4,8/4/2017,5992.6,0,6,1,0.26,,
6432,15683363,Goddard,540,Spain,Male,1,39,5,1,0,1,0,0,1,0,0,0,0,108419,0,0.3,37072,60687,0.1309,0.474,1,12569.79,0.1,1,2,3/26/2017,3982.4,0,1,0,0.29,,
6433,15699335,Kuo,615,Germany,Female,1,33,5,2,1,1,1,0,0,0,1,0,1,171658,0,0.1,15537,48487,0.1331,0.2149,0,32723.6,0.07,1,2,11/17/2016,9017.3,0.2,2,1,0.58,,
6434,15574369,Bianchi,415,Spain,Male,0,53,0,1,1,1,0,0,1,0,0,0,1,22357,0,0.2,16502,32062,0.0804,0.2634,1,24374.34,0.03,1,8,6/6/2015,6489.9,0.4,1,0,0.47,,
6435,15703167,Rouse,628,France,Female,1,45,5,2,1,1,1,0,0,0,1,0,1,193903,0,0.4,23826,39942,0.0957,0.2553,1,15014.61,0.09,0,5,11/4/2015,7285.9,0.17,5,1,0.16,,
6436,15754874,Nwoye,700,France,Male,1,26,2,1,1,0,0,0,0,0,0,1,0,141926,0,0.25,2854,73441,0.1015,0.2318,1,15277.42,0.13,0,2,2/5/2015,3202.1,0.21,4,1,0.46,,
6437,15723216,Greco,623,Germany,Male,1,33,5,1,1,1,0,0,1,0,0,0,0,104080,0,0.16,0,80850,0.1606,0.2044,1,45791.41,0.08,1,9,12/10/2017,1509.8,0.42,2,1,0.73,,
6438,15725094,Fang,623,France,Female,1,37,1,1,1,1,0,1,0,1,1,1,1,93832,0,0.11,33745,77815,0.0914,0.458,0,49679.08,0.08,1,3,2/1/2015,6740,0,2,1,0.49,,
6439,15647974,Chiemenam,679,France,Female,0,44,1,2,1,1,0,0,1,0,1,1,1,1569,0,0.21,22675,54906,0.0868,0.3679,1,29196.09,0.06,0,3,1/7/2016,701.5,0.16,5,1,0.23,,
6440,15583371,Artemiev,632,Spain,Male,1,37,0,1,1,0,1,0,1,1,0,1,0,60778,1,0.15,0,75092,0.1229,0.3649,1,31997.43,0.08,0,1,2/15/2017,2556.6,0.43,1,1,0.28,,
6441,15772559,Burrows,790,France,Female,0,47,1,1,0,1,1,0,1,0,0,1,0,16120,1,0.03,10400,50130,0.1094,0.4053,0,35516,0.04,1,1,2/1/2016,7946.8,0.23,5,1,0.39,,
6442,15711251,Chizuoke,514,France,Male,1,45,0,1,1,0,0,1,0,1,0,0,1,60375,0,0.42,44716,67214,0.1104,0.2733,1,49528.43,0.06,0,3,6/3/2017,2697.4,0.07,6,0,0.63,,
6443,15719212,T'ien,491,France,Male,1,33,4,1,1,1,1,0,1,0,1,0,0,187947,0,0.05,31269,73319,0.103,0.1234,0,22763.7,0.1,0,8,5/17/2017,7509.7,0.18,4,0,0.28,,
6444,15764927,Rogova,753,France,Male,1,92,4,1,0,1,0,1,0,1,0,0,0,195564,0,0.42,29300,52745,0.1603,0.438,0,99178.37,0.12,1,1,2/29/2016,8544.7,0.35,3,1,0.19,,
6445,15731412,Trevisano,693,Germany,Female,0,37,1,1,1,0,1,1,0,0,1,0,1,38196,0,0.13,39978,62739,0.1591,0.1133,0,19265.65,0.09,1,6,11/8/2017,1752.6,0,1,0,0.29,,
6446,15719170,Sagese,679,France,Female,1,30,2,1,1,0,1,1,1,1,0,0,1,179435,0,0.35,0,61475,0.1325,0.3929,0,28369.09,0.08,1,7,5/31/2017,5790.4,0.5,3,0,0.67,,
6447,15596011,Artyomova,529,Spain,Male,1,34,1,1,1,0,1,0,1,0,0,1,1,93208,0,0.37,36798,50428,0.1337,0.2423,0,37440.42,0.05,1,7,3/18/2016,7098.2,0.29,1,1,0.1,,
6448,15614834,Long,619,Spain,Female,1,31,0,1,0,0,0,0,0,0,0,1,1,61532,0,0.46,0,50134,0.1565,0.4796,0,17181.03,0.04,1,4,12/31/2016,796.2,0.07,2,1,0.68,,
6449,15600510,Hsueh,680,Spain,Female,1,37,0,2,1,1,0,1,0,1,0,0,1,92826,0,0.32,806,35698,0.1101,0.4135,1,51431.24,0.07,0,8,2/19/2016,4461.7,0.28,6,1,0.49,,
6450,15625706,White,693,Germany,Male,0,45,1,2,0,1,1,1,0,1,1,0,0,23140,1,0.26,19080,59847,0.1455,0.3051,1,42079.67,0.05,0,8,1/8/2017,6460.6,0.49,6,1,0.43,,
6451,15781409,Lazarev,834,France,Female,1,28,1,1,1,0,1,0,1,1,1,1,0,74288,0,0,40163,36615,0.1413,0.4515,0,5433.69,0.05,0,6,4/15/2015,4361,0,3,1,0.05,,
6452,15722583,Benjamin,636,Spain,Female,1,29,2,2,1,1,0,0,1,0,1,0,0,101102,0,0.47,19120,58989,0.1257,0.2427,0,15406.6,0.13,1,10,4/6/2015,8754.7,0.01,1,0,0.53,,
6453,15677243,Wan,538,Spain,Male,1,43,5,2,1,0,1,0,1,0,1,1,1,126934,0,0.05,34967,62256,0.085,0.4775,0,46485.18,0.12,0,10,11/13/2017,7881.6,0,5,1,0.39,,
6454,15815070,Romano,566,Germany,Female,1,44,0,2,0,1,0,1,1,1,0,0,0,68409,0,0.43,0,82213,0.0989,0.3969,1,7184.31,0.05,0,7,11/22/2018,1565.6,0,2,1,0.5,,
6455,15705899,Craig,597,Spain,Male,1,35,2,1,1,0,1,1,0,0,1,0,0,155356,0,0.26,24084,49905,0.1058,0.4137,0,27445.09,0.05,1,8,7/10/2016,1012,0.4,3,1,0.08,,
6456,15701522,Yermolayeva,711,France,Female,0,29,0,2,0,1,0,1,0,0,1,0,1,3235,0,0.4,14672,93084,0.1516,0.2096,1,53138.62,0.06,1,5,5/3/2016,5594.2,0,5,1,0.08,,
6457,15755978,Tseng,606,France,Male,1,31,4,2,1,0,0,1,1,0,1,0,1,195209,0,0.33,38825,70460,0.0935,0.4137,1,9059.24,0.05,0,4,7/31/2017,7798.5,0.11,3,1,0.32,,
6458,15722090,Tseng,615,Spain,Male,1,51,5,1,1,1,1,1,1,1,0,1,0,169149,0,0.2,0,72200,0.0975,0.413,1,7025.49,0.07,1,2,6/6/2016,2983,0,5,0,0.69,,
6459,15783526,Le Hunte,589,France,Male,1,36,1,1,1,1,0,1,1,0,0,1,1,68075,0,0.24,1218,29547,0.167,0.4695,1,35903.6,0.13,1,7,6/30/2017,5618.2,0.39,6,0,0.31,,
6460,15632125,Blake,606,Germany,Male,1,45,1,1,1,1,0,1,1,0,1,0,1,93708,0,0.46,25991,80109,0.101,0.2048,0,27308.94,0.03,1,1,2/5/2017,7748.1,0,6,0,0.39,,
6461,15688395,Lane,582,France,Male,1,29,4,2,0,0,0,1,1,1,0,1,1,156153,0,0.02,32715,97371,0.1329,0.4714,0,9294.22,0.04,0,1,1/8/2017,9345.6,0.03,2,0,0.39,,
6462,15666975,Sparks,710,France,Female,0,36,1,1,1,0,1,0,1,0,1,0,0,58602,0,0.1,21446,76289,0.1578,0.2263,1,18937.13,0.06,0,4,1/21/2018,9219.9,0.33,5,0,0.3,,
6463,15682211,Tu,467,France,Male,1,57,4,2,1,0,0,0,1,0,1,0,0,114449,0,0,40810,62450,0.1187,0.3423,1,24461.86,0.05,1,4,9/23/2016,3959.6,0.05,1,1,0.1,,
6464,15637411,Tochukwu,749,France,Male,1,30,4,2,0,1,1,0,0,0,1,1,1,126552,0,0.01,0,39306,0.1286,0.4702,1,55692.99,0.06,1,5,3/17/2016,1202,0,4,0,0.67,,
6465,15591512,Whittaker,564,Germany,Female,1,33,3,1,0,0,0,1,1,1,0,1,1,112350,1,0.4,19206,40507,0.1664,0.4079,1,30728.55,0.06,1,5,6/7/2016,7053.3,0,6,0,0.76,,
6466,15606855,Wang,730,Spain,Male,1,26,3,2,1,0,1,1,0,1,0,0,1,185809,0,0.33,0,78343,0.1533,0.1548,1,57456.37,0.09,1,7,9/15/2018,4270.3,0.18,1,1,0.49,,
6467,15763683,Northern,678,Germany,Male,1,32,4,1,1,1,0,0,1,0,1,1,1,118236,1,0.16,41285,72385,0.166,0.1609,1,20682.73,0.06,1,4,3/20/2019,7680,0,5,1,0.52,,
6468,15641782,Humphries,540,France,Female,1,31,2,1,0,0,0,1,1,0,0,0,1,183052,1,0.35,17698,93101,0.1406,0.3206,1,10885.88,0.04,1,10,6/2/2019,5249.6,0.02,6,0,0.59,,
6469,15677184,Cremonesi,767,France,Female,0,35,1,1,0,0,0,1,0,0,1,1,1,27922,0,0.05,13646,28628,0.1282,0.2646,0,73567.81,0.08,1,10,5/23/2015,2148.7,0,4,0,0.48,,
6470,15775042,Ku,615,France,Female,1,23,5,2,1,1,1,0,0,1,0,1,1,196476,0,0.48,11530,26587,0.102,0.3647,1,89140.77,0.12,0,1,10/6/2018,3353.7,0.19,1,0,0.19,,
6471,15616630,Tobenna,583,Germany,Female,1,41,2,1,1,1,0,1,0,1,1,1,0,190430,0,0.33,20624,70855,0.1794,0.1345,0,47597.78,0.07,0,7,11/15/2018,4004.7,0,5,1,0.41,,
6472,15800233,Okwuadigbo,850,France,Female,0,40,0,2,1,1,1,0,1,0,1,1,0,35034,0,0.26,0,21736,0.1357,0.2743,1,30909.3,0.08,0,2,12/28/2018,8770.1,0.46,1,0,0.17,,
6473,15588419,Johnston,651,Germany,Female,1,34,1,1,1,0,1,0,1,0,0,1,0,66389,1,0.13,2425,54537,0.1721,0.2515,0,9180.56,0.08,0,10,4/12/2018,9780,0.05,1,1,0.15,,
6474,15595557,Li,798,France,Male,1,22,3,2,1,1,0,0,1,1,1,0,0,107615,0,0.2,44771,48616,0.1654,0.3534,0,32028.83,0.04,0,8,1/19/2018,2320.3,0,2,0,0.43,,
6475,15626143,Talbot,695,France,Male,1,37,1,2,1,1,1,0,1,0,1,1,0,99693,0,0.32,23096,83087,0.1624,0.2049,1,31804.72,0.07,1,2,12/31/2016,1998,0,5,0,0.68,,
6476,15566030,Tu,497,Germany,Male,1,41,1,1,0,0,1,1,0,1,1,1,1,88729,1,0.25,0,32443,0.1381,0.4489,1,48270.3,0.11,0,2,7/2/2016,5248,0.07,5,1,0.75,,
6477,15701412,T'ien,739,France,Male,1,40,4,2,0,0,0,1,1,1,1,0,0,173322,0,0.3,18662,52480,0.1545,0.122,1,29864.37,0.05,0,7,8/24/2018,3161.2,0.17,2,0,0.42,,
6478,15702464,Ross,549,France,Female,1,34,2,2,0,1,0,0,0,0,1,0,0,139464,0,0.18,0,85789,0.0977,0.1055,0,37171.66,0.12,0,1,4/22/2015,1445.4,0,3,0,0.1,,
6479,15573348,Maclean,850,France,Male,0,35,0,1,1,1,1,0,0,0,0,1,0,3770,0,0.02,36053,45572,0.1723,0.1219,0,75132.42,0.09,1,5,11/8/2016,8501.2,0,6,0,0.63,,
6480,15704160,Wan,648,Spain,Male,1,49,5,1,1,0,1,0,0,0,1,1,1,149946,1,0.13,29760,51728,0.1717,0.1828,0,7931.98,0.03,0,1,5/25/2019,9025,0.02,5,0,0.53,,
6481,15693704,Tsou,679,France,Female,1,24,4,2,0,1,0,1,1,1,0,0,0,135768,0,0.17,30892,74263,0.0983,0.1892,0,28085.13,0.06,1,4,11/2/2018,6442.6,0.06,5,1,0.31,,
6482,15664752,Jack,606,Germany,Male,0,39,1,2,1,0,1,0,0,1,1,0,1,31709,0,0.2,38103,35737,0.1195,0.2678,0,33310.96,0.07,0,7,2/9/2018,8817.6,0,3,1,0.31,,
6483,15628292,Lucchesi,850,France,Male,1,32,5,2,1,1,1,0,0,1,0,0,0,151677,0,0.5,43181,51170,0.1571,0.4499,1,59132.68,0.12,1,8,7/17/2016,399.6,0,5,1,0.71,,
6484,15621195,Ch'eng,619,Germany,Male,1,41,4,2,1,0,1,1,0,0,1,1,1,170519,0,0.47,0,31637,0.1534,0.3182,0,7823.46,0.05,0,10,4/18/2019,4637.1,0.17,5,0,0.43,,
6485,15668629,Saunders,719,Spain,Male,1,44,4,2,1,0,0,0,0,0,0,0,0,196582,0,0.08,4575,55785,0.0868,0.1031,1,63737.26,0.11,0,6,10/26/2016,2633.9,0.31,4,0,0.23,,
6486,15635197,Glover,640,Germany,Male,0,26,0,1,1,0,0,1,0,1,1,1,0,3299,0,0.17,43331,98347,0.1339,0.2149,0,100305.5,0.13,1,5,6/29/2017,429.8,0,6,1,0.16,,
6487,15592761,Tung,710,France,Male,1,40,4,2,0,0,0,1,1,0,0,1,1,162879,0,0.48,38669,29646,0.1639,0.2361,1,19097.52,0.06,0,1,10/27/2016,5363.9,0,2,1,0.17,,
6488,15574283,Padovano,580,France,Male,1,31,0,2,0,0,0,1,0,1,1,0,0,64014,0,0.4,0,35462,0.0809,0.1604,1,23873.59,0.09,1,9,3/26/2019,6799.2,0.12,3,0,0.28,,
6489,15598097,Johnstone,550,France,Male,0,44,0,2,1,0,0,0,0,1,1,0,1,26257,0,0.08,43127,66735,0.1574,0.1577,0,9462.02,0.06,0,6,5/17/2016,9474.3,0.27,5,1,0.24,,
6490,15711352,Endrizzi,841,France,Female,1,31,4,2,1,1,1,0,0,1,0,1,0,126795,0,0.21,1695,32475,0.1589,0.2276,1,62042.9,0.09,1,10,10/24/2017,4241.7,0,3,1,0.66,,
6491,15620751,Secombe,760,France,Male,1,34,2,2,1,1,1,1,0,1,0,0,1,164162,0,0.02,3459,87527,0.1466,0.1996,1,40409.63,0.11,0,6,8/19/2018,954.4,0.34,5,0,0.74,,
6492,15656717,Elewechi,687,France,Female,1,30,3,2,0,1,0,0,0,1,0,0,0,179207,0,0.04,8830,61159,0.1787,0.3482,1,32620.58,0.06,0,3,3/16/2019,5214,0.2,1,1,0.58,,
6493,15643121,Chu,753,Germany,Female,0,35,0,2,0,0,1,0,1,1,1,1,0,18255,0,0.26,3619,79293,0.1164,0.395,0,57037.9,0.07,0,7,9/18/2016,3392.4,0,5,0,0.66,,
6494,15723671,Lucciano,661,France,Male,1,35,0,1,1,1,0,1,1,0,0,0,0,83950,0,0.12,0,23079,0.1699,0.3693,0,25984,0.07,0,2,11/18/2018,8521.2,0.01,4,1,0.66,,
6495,15752846,Pinto,699,France,Male,0,28,1,2,1,1,0,0,0,0,1,0,0,22685,0,0.49,27812,75996,0.0886,0.4211,0,39265.97,0.13,1,3,8/15/2016,6323,0.26,3,1,0.2,,
6496,15640852,McGregor,617,Germany,Female,0,39,0,3,1,0,1,1,1,0,1,1,1,7954,1,0.24,0,91405,0.1221,0.1716,1,7607.67,0.05,0,4,12/23/2017,6408.7,0,1,0,0.76,,
6497,15789313,Ugorji,595,Germany,Female,1,44,3,2,1,1,0,0,0,0,0,0,0,143952,1,0.25,40719,69278,0.1664,0.2965,1,24597.69,0.05,0,6,9/4/2018,3725.1,0,5,1,0.43,,
6498,15793688,Bancks,669,France,Male,1,50,4,1,1,1,1,0,1,0,0,1,0,158033,1,0.42,25908,97966,0.1314,0.3065,0,60227.04,0.08,0,3,6/6/2019,1548.1,0.09,3,1,0.14,,
6499,15770405,Warlow-Davies,613,France,Female,1,27,2,1,1,1,1,1,0,1,0,1,0,199105,0,0.27,18982,41688,0.0828,0.1567,1,103032.91,0.11,0,5,5/29/2016,2498,0.11,5,1,0.36,,
6500,15702561,Dale,782,France,Male,1,32,0,1,1,0,1,0,1,0,0,0,0,87567,0,0.31,38459,24609,0.1456,0.4117,1,112866.21,0.11,1,3,3/1/2018,6384.6,0,2,1,0.57,,
6501,15625964,Buckley,582,France,Female,1,43,3,1,0,1,1,1,1,1,0,0,1,170564,0,0.24,29314,76446,0.1415,0.2939,0,48729.55,0.06,0,10,1/31/2018,7892.6,0.32,1,1,0.26,,
6502,15761364,Nkemjika,679,France,Male,1,30,5,2,1,1,0,1,1,0,0,1,0,157872,0,0.45,0,51077,0.1613,0.2658,0,30404.07,0.03,0,5,8/6/2015,851.5,0.26,2,0,0.23,,
6503,15590286,Fairley,611,France,Female,1,40,0,1,1,1,1,1,0,0,1,0,0,93203,0,0.13,0,32710,0.1119,0.1276,0,19100.58,0.04,0,7,2/18/2017,3272.3,0,1,0,0.4,,
6504,15587978,Boothby,455,Germany,Female,0,37,1,1,0,1,0,1,0,1,0,1,0,54399,0,0.01,42184,78033,0.1128,0.2312,1,111852.41,0.12,1,7,4/22/2018,487,0.49,5,1,0.23,,
6505,15773242,Chukwuhaenye,621,France,Male,1,32,4,2,1,1,1,1,0,1,1,0,1,168779,0,0.35,8849,79147,0.1314,0.4583,0,33240.76,0.08,1,7,6/25/2018,6616.3,0.23,3,1,0.05,,
6506,15761053,Lock,596,Germany,Male,0,48,1,1,0,1,0,0,0,1,1,0,1,1140,1,0.03,0,61767,0.0886,0.4547,1,34419.41,0.05,0,8,3/25/2019,1386.6,0,6,1,0.27,,
6507,15702095,Clarke,585,Spain,Female,1,56,4,1,1,1,0,1,1,1,0,1,0,186477,1,0.24,33079,89698,0.1663,0.3247,1,56747.21,0.13,0,8,5/9/2016,8085.1,0,5,1,0.41,,
6508,15764253,Ramsey,742,France,Male,0,32,0,1,1,0,1,1,1,1,1,1,0,29023,0,0.46,10524,76819,0.1479,0.4203,0,13139.93,0.11,0,7,12/29/2017,7584.5,0,4,1,0.71,,
6509,15700801,Eipper,850,Germany,Male,1,42,1,3,0,0,1,1,1,1,0,0,0,60021,1,0.48,35631,39757,0.1049,0.3197,0,67631.01,0.12,1,9,12/1/2016,8723.7,0.18,6,1,0.17,,
6510,15730590,Ko,738,Germany,Female,1,40,2,2,0,0,1,1,1,0,1,0,1,180457,0,0.27,42458,83202,0.1003,0.426,1,15308.53,0.08,0,7,1/1/2018,5026.2,0.01,5,0,0.21,,
6511,15643916,Munro,619,Spain,Male,1,46,3,1,1,0,0,0,1,1,0,0,0,132498,1,0.26,43652,65869,0.1512,0.3651,1,38809.3,0.06,1,6,11/26/2017,3782.5,0,4,0,0.12,,
6512,15720636,McGregor,628,France,Female,1,50,5,1,0,1,1,1,0,0,1,1,1,109609,1,0.31,0,73253,0.0964,0.4734,1,66343.16,0.09,1,8,1/2/2018,642.4,0,1,0,0.1,,
6513,15795429,Henderson,487,France,Male,1,24,0,2,1,0,0,1,1,1,1,1,1,98570,0,0.25,17516,41435,0.1298,0.1465,1,11271.41,0.03,1,7,7/12/2017,586.6,0.03,3,1,0.05,,
6514,15609254,Fernandez,513,Spain,Female,1,41,5,2,1,0,1,1,1,0,1,0,1,160547,0,0.02,0,72313,0.1042,0.3242,0,20873.02,0.05,1,2,1/5/2019,1734,0.45,4,1,0.57,,
6515,15625141,Porter,563,Spain,Male,0,26,0,2,0,1,0,1,0,0,0,1,1,6140,0,0.36,19201,23245,0.1295,0.3303,1,25876.68,0.08,0,1,9/14/2016,4660.2,0.02,5,0,0.04,,
6516,15810898,Pan,803,France,Female,0,65,0,2,0,0,0,1,0,1,1,1,0,6930,0,0.09,16259,69636,0.0834,0.4626,1,81228.49,0.09,1,2,5/12/2016,5121.5,0,6,0,0.53,,
6517,15775797,Esposito,607,Spain,Female,0,32,1,3,0,0,0,0,1,1,1,0,1,10675,0,0.12,23478,62409,0.0907,0.2061,0,7281.56,0.03,1,6,3/23/2018,3715.9,0.39,5,0,0.48,,
6518,15795246,Kaeppel,628,Germany,Female,1,51,1,2,1,0,0,1,1,0,1,1,1,71160,0,0.13,25379,49794,0.1126,0.1767,0,68144.82,0.1,1,6,11/4/2015,2532.8,0,3,1,0.37,,
6519,15795275,Lamb,521,Spain,Female,1,49,0,2,0,0,0,0,1,0,0,1,1,62413,1,0.3,656,67370,0.1144,0.2645,0,29586.17,0.05,0,7,10/6/2016,2962.5,0,3,0,0.38,,
6520,15571869,Lei,669,Germany,Female,1,50,3,1,0,1,1,1,0,0,1,0,0,166386,1,0.5,0,35466,0.1379,0.3943,0,35130.54,0.11,0,1,3/13/2019,1989.9,0.02,4,1,0.03,,
6521,15694143,Conti,686,France,Female,1,41,2,1,1,0,0,0,1,0,1,1,0,133086,0,0.4,14245,67094,0.1484,0.4103,1,52109.35,0.08,0,9,8/30/2016,4901.5,0,2,0,0.62,,
6522,15748231,Hargreaves,700,Germany,Male,1,35,2,2,1,0,0,1,1,0,0,0,0,192933,0,0.2,31440,92278,0.1289,0.4793,0,27682.65,0.04,0,1,7/22/2016,1367.7,0,1,1,0.37,,
6523,15632185,Yermolayev,663,France,Female,1,42,1,2,1,1,1,1,1,1,0,1,0,71360,0,0.09,20721,93716,0.1338,0.1937,0,33180.98,0.06,0,6,6/30/2016,7109.4,0.46,2,1,0.45,,
6524,15806249,Kerr,671,Spain,Female,1,31,1,2,0,0,1,1,1,1,1,0,0,79270,0,0.26,0,20348,0.0896,0.27,1,32816.57,0.06,1,10,7/28/2017,1032.2,0,4,0,0.4,,
6525,15743293,Waters,651,Germany,Female,0,35,0,3,1,1,1,1,0,0,0,0,1,29583,1,0.12,37324,47542,0.1705,0.3371,0,38798.84,0.06,1,6,5/29/2018,9610.8,0.05,2,1,0.58,,
6526,15598157,Onyeorulu,728,France,Male,1,34,0,1,1,1,0,0,1,0,1,1,1,88681,0,0.13,227,80364,0.133,0.3032,0,7316.22,0.06,0,5,4/4/2018,1929.9,0,5,1,0.67,,
6527,15700946,Kolesnikova,574,France,Female,1,34,3,1,1,0,0,1,0,0,0,1,0,134691,0,0.17,43337,58121,0.0801,0.2358,0,8722.15,0.03,1,6,7/9/2018,9877.3,0.19,6,0,0.73,,
6528,15722692,Kazakova,464,France,Male,1,38,1,1,1,0,1,1,0,0,1,0,1,75574,0,0.44,34233,21227,0.0905,0.1355,1,30485.86,0.05,0,4,7/9/2017,3597.8,0.43,3,0,0.72,,
6529,15696506,MacDonald,604,Spain,Male,0,27,0,1,0,0,0,0,1,0,0,0,0,30252,0,0.03,19921,82039,0.1143,0.2458,1,47288.81,0.12,0,8,4/13/2015,9226.1,0,5,1,0.65,,
6530,15728823,Sharwood,836,Spain,Female,1,37,4,2,1,1,1,0,1,0,0,1,0,111324,0,0.44,0,26117,0.1538,0.3412,1,77034.55,0.08,0,10,12/27/2018,1620.8,0.07,6,0,0.25,,
6531,15808851,Bufkin,511,Germany,Female,1,75,5,1,0,1,0,1,0,0,1,1,0,105425,0,0.37,21713,99628,0.1528,0.2391,1,71034.61,0.11,1,9,10/12/2015,1199.8,0,6,0,0.67,,
6532,15675231,Nwankwo,518,France,Female,0,45,0,2,1,0,1,1,1,1,1,0,1,36193,0,0.19,0,84910,0.1788,0.2412,1,57404.39,0.08,1,9,5/1/2019,9845.2,0.38,4,0,0.69,,
6533,15732299,Boniwell,756,France,Male,1,67,1,3,1,1,1,0,1,0,0,0,1,93082,0,0.3,12458,52905,0.0839,0.1405,0,57388.64,0.09,1,6,2/19/2016,9740.6,0.1,1,0,0.47,,
6534,15706269,Willis,489,France,Female,1,47,4,2,1,1,1,0,1,0,1,1,1,107625,0,0.35,33494,39694,0.1617,0.2461,0,92058.75,0.12,1,1,2/11/2018,3380.8,0,3,0,0.71,,
6535,15590078,Burns,622,Spain,Male,1,27,3,1,1,0,0,0,1,0,1,0,1,152734,0,0.01,29842,24241,0.1711,0.1159,0,22546.57,0.12,1,10,10/28/2015,8657.5,0,5,1,0.69,,
6536,15776985,Kung,652,France,Female,1,36,4,2,0,0,0,1,1,1,1,0,1,110421,0,0.48,41350,38612,0.0817,0.1666,0,15451.49,0.12,1,8,3/2/2017,1924,0.42,3,0,0.09,,
6537,15756743,Howells,625,France,Female,0,37,1,1,1,0,1,1,0,0,0,0,1,48486,0,0.28,23411,54631,0.0951,0.1013,1,65889.17,0.11,0,9,4/14/2016,5802.5,0,2,0,0.1,,
6538,15782364,Bevan,521,Spain,Female,1,39,1,1,0,0,0,1,0,1,1,0,0,72994,0,0.14,0,25931,0.1406,0.4548,1,78695.17,0.1,0,6,5/11/2019,928.2,0.46,6,0,0.34,,
6539,15604093,Neitenstein,546,France,Male,0,34,0,2,1,0,1,1,0,0,1,0,0,25744,1,0.11,2143,73525,0.1285,0.4147,0,20857.73,0.03,1,2,2/19/2019,9752.4,0.42,4,0,0.24,,
